SR_NUMBER,USER_ID,SR_TYPE,SR_TYPE_DESC,PRIORITY,GROUP_ID,GROUP_TITLE,GROUP_DESC,DEPT_CODE,DEPT_NAME,DEPT_DIVISION,ADDRESS,LOCATION,NEIGHBORHOOD,ZIPCODE,NEAREST_PARCEL_NO,METHOD_RECEIVED,DATE_CREATED,TIME_RECEIVED,DATE_CLOSED,SR_STATUS,SR_STATUS_FLAG,DATE_STATUS_CHANGE,TIME_STATUS_CHANGE,DATE_LAST_UPDATE,TIME_LAST_UPDATE,PLANNED_HOURS_TOSTART_RESPONSE,PLANNED_RESPONSE_TIME,PLANNED_END_DATE,PLANNED_COMPLETION_DAYS,DATE_DISPATCHED,TIME_DISPATCHED,DATE_REVISED_COMPLETION,DATE_REVISED_COMPLETION_REASON,COLLECTION_SPECIAL_DATE,COLLECTION_DAY,COLLECTION_ROUTE,COLLECTION_DIST,TRANSFER_ALLOW,TRANSFERED_NUM_TIMES,PROPTY_CITY_OWNED_YN,PROPTY_CITY_DEPT_OWNER,STREET_NO,STREET_DIRECTION,STREET_NAME,CITY_ID,STRUCTURE_ID,FLOOR_ID,UNIT_ID,MUNITWNSHP,REQUEST_RETURN_CALL,NUM_BULKY_ITEMS,BULKY_ITEM_1,BULKY_ITEM_2,BULKY_ITEM_3,BULKY_ITEM_4,BULKY_ITEM_5,NUM_TIRES,NUM_FREONS,NUM_SOFABEDS,NUM_POTHOLES,POLICE_DISTRICT,POLICE_RPT_AREA,TRASH_RECYCLE_CART_ID,SEGIDUSNG_XREF,LATITUDE,LONGITUDE,DATE_TIME_RECEIVED,COMMUNITY_COUNCIL_NEIGHBORHOOD,HAM_PAVE_POLYGON_ID
SR24022673,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4489 AMMON AV,"4489 AMMON AV, CINC - GJ1137638090",MT. AIRY,45223,19500310028,INTERNET,2024 Mar 06 12:00:00 AM,2:43 PM,2025 May 06 12:00:00 AM,CLOSED,CLOSED,2025 May 06 12:00:00 AM,4:15 PM,2025 May 06 12:00:00 AM,4:15 PM,72,3/9/2024,2024 Sep 02 12:00:00 AM,180,,,,,,THURSDAY,THUPUP,2,Y,0,,,"4,489",,AMMON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1137638090,39.16637044,-84.55333726,3/6/2024,NORTHSIDE,
SR24099779,ZGALLION,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3018 HARRISON AV,HARRISON AV & MONTANA AV - GJ0754736010,WESTWOOD,45211,21000750108,311 CALL,2024 Sep 29 12:00:00 AM,8:10 AM,2025 May 06 12:00:00 AM,CLOSED,CLOSED,2025 May 06 12:00:00 AM,4:01 PM,2025 May 06 12:00:00 AM,4:01 PM,72,10/2/2024,2025 Mar 28 12:00:00 AM,180,,,,,,,,,Y,0,,,"3,018",,HARRISON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ0754736010,39.14855786,-84.5982669,9/29/2024,WESTWOOD,I-GJ07543601
SR25066820,CPROM,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1812 RACE ST,1812 RACE ST - GJ1457132569,OVER-THE-RHINE,45202,9400080312,311 CALL,2025 May 28 12:00:00 AM,11:12 AM,2025 May 28 12:00:00 AM,DUPLICAT,CLOSED,2025 May 28 12:00:00 AM,11:15 AM,2025 May 28 12:00:00 AM,11:15 AM,72,5/31/2025,2025 Nov 24 12:00:00 AM,180,,,,,,MONDAY,MON24,2,Y,0,,,"1,812",,RACE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1457132569,39.11587878,-84.51814619,5/28/2025,OTR,S-HAM08551
SR25065921,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6050 BELMONT AV,6050 BELMONT AV - GJ1057641827,COLLEGE HILL,45224,22800020037,311 CALL,2025 May 26 12:00:00 AM,11:46 AM,2025 May 29 12:00:00 AM,CLOSED,CLOSED,2025 May 29 12:00:00 AM,10:27 AM,2025 May 29 12:00:00 AM,10:27 AM,72,5/29/2025,2025 Nov 22 12:00:00 AM,180,,,,,,THURSDAY,THU24,1,Y,0,,,"6,050",,BELMONT AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1057641827,39.20020184,-84.56144195,5/26/2025,COLLEGE HILL,S-HAM16889
SR25063308,JWAGONER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2755 BEEKMAN ST,2755 BEEKMAN ST - GJ1193934679,NORTH FAIRMOUNT,45225,20200400415,311 CALL,2025 May 19 12:00:00 AM,11:57 AM,2025 May 28 12:00:00 AM,CLOSED,CLOSED,2025 May 28 12:00:00 AM,8:40 AM,2025 May 28 12:00:00 AM,8:40 AM,0,5/27/2025,2025 May 30 12:00:00 AM,11,,,,,,THURSDAY,THU13,3,Y,2,,,"2,755",,BEEKMAN ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1193934679,39.13551774,-84.54790836,5/19/2025,NORTH FAIRMOUNT,S-HAM08049
SR25066802,CPROM,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1812 RACE ST,1812 RACE ST - GJ1457132569,OVER-THE-RHINE,45202,9400080312,311 CALL,2025 May 28 12:00:00 AM,10:54 AM,2025 May 28 12:00:00 AM,CLOSED,CLOSED,2025 May 28 12:00:00 AM,11:13 AM,2025 May 28 12:00:00 AM,11:13 AM,72,5/31/2025,2025 Nov 24 12:00:00 AM,180,,,,,,MONDAY,MON24,2,Y,0,,,"1,812",,RACE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1457132569,39.11587878,-84.51814619,5/28/2025,OTR,S-HAM08551
SR25048606,KCLAY,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3433 BEEKMAN ST,BEEKMAN ST & WEBMAN CT - GJ1162036418,SOUTH CUMMINSVILLE,45223,19200660013,311 CALL,2025 Apr 16 12:00:00 AM,8:36 AM,2025 Apr 16 12:00:00 AM,CLOSED,CLOSED,2025 Apr 16 12:00:00 AM,1:44 PM,2025 Apr 16 12:00:00 AM,1:44 PM,72,4/19/2025,2025 Oct 13 12:00:00 AM,180,,,,,,,,,Y,0,,,"3,433",,BEEKMAN ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1162036418,39.15124826,-84.55105082,4/16/2025,SOUTH CUMMINSVILLE,I-GJ11613641
SR25046806,ACOTTERMAN,ADACONSN,"CONSTRUCTION, SIGNAGE",HAZARDOUS,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1400 READING RD,1400 READING RD - GJ1588632120,PENDLETON,45202,7400030004,311 CALL,2025 Apr 11 12:00:00 AM,9:22 PM,2025 Apr 14 12:00:00 AM,CLOSED,CLOSED,2025 Apr 14 12:00:00 AM,9:20 AM,2025 Apr 14 12:00:00 AM,9:20 AM,72,4/14/2025,2025 Oct 08 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"1,400",,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,6,119,,GJ1588632120,39.11150683,-84.50309521,4/11/2025,MOUNT AUBURN - WALNUT HILLS,
SR25045453,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3564 HARROW AV,"3564 HARROW AV, CINC - GJ2306737466",OAKLEY,45209,5100020030,INTERNET,2025 Apr 09 12:00:00 AM,11:52 AM,2025 Apr 10 12:00:00 AM,CLOSED,CLOSED,2025 Apr 10 12:00:00 AM,4:01 PM,2025 Apr 10 12:00:00 AM,4:01 PM,72,4/12/2025,2025 Oct 06 12:00:00 AM,180,,,,,,WEDNESDAY,WED25,1,Y,0,,,"3,564",,HARROW AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2306737466,39.15783669,-84.41835293,4/9/2025,OAKLEY,S-HAM26478
SR25046198,TMINTER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2110 MONTANA AV,MONTANA AV & I-74 WB EXWY TO MONTANA AV RAMP - GJ1020137173,VILLAGES AT ROLL HILL,45211,22500010043,311 CALL,2025 Apr 10 12:00:00 AM,1:52 PM,2025 Apr 10 12:00:00 AM,CLOSED,CLOSED,2025 Apr 10 12:00:00 AM,2:03 PM,2025 Apr 10 12:00:00 AM,2:03 PM,48,4/12/2025,2025 Apr 13 12:00:00 AM,3,,,,,,,,,Y,0,,,"2,110",,MONTANA AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1020137173,39.15839002,-84.56722142,4/10/2025,NORTHSIDE - WESTWOOD,I-GJ10203718
SR25046783,CPROM,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,702 READING RD,READING RD & E LIBERTY ST TO I-471 SB RAMP - GJ1582532080,PENDLETON,45202,7500020201,311 CALL,2025 Apr 11 12:00:00 AM,6:42 PM,2025 Apr 14 12:00:00 AM,CLOSED,CLOSED,2025 Apr 14 12:00:00 AM,9:19 AM,2025 Apr 14 12:00:00 AM,9:19 AM,72,4/14/2025,2025 Oct 08 12:00:00 AM,180,,,,,,,,,Y,0,,,702,,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1582532080,39.11117037,-84.50381181,4/11/2025,PENDLETON,I-GJ15823207
SR25046782,KCLAY,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1635 READING RD,1635 READING RD - GJ1590632312,MT. AUBURN,45202,7100010123,311 CALL,2025 Apr 11 12:00:00 AM,6:39 PM,2025 Apr 14 12:00:00 AM,CLOSED,CLOSED,2025 Apr 14 12:00:00 AM,3:58 PM,2025 Apr 14 12:00:00 AM,3:58 PM,72,4/14/2025,2025 Oct 08 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"1,635",,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1590632312,39.11323665,-84.502799,4/11/2025,MOUNT AUBURN,
SR25036775,CPROM,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,510 W MCMICKEN AV,510 W MCMICKEN AV - GJ1360833233,CUF,45214,9700030027,311 CALL,2025 Mar 19 12:00:00 AM,3:55 PM,2025 Mar 20 12:00:00 AM,CLOSED,CLOSED,2025 Mar 20 12:00:00 AM,11:38 AM,2025 Mar 20 12:00:00 AM,11:38 AM,72,3/22/2025,2025 Sep 15 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,Y,RECREATION,510,W,MCMICKEN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1360833233,39.12209264,-84.52906381,3/19/2025,OTR,
SR25031924,DBROWN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1819 DALE RD,1819 DALE RD - GJ1924339445,BOND HILL,45237,11900020120,311 CALL,2025 Mar 07 12:00:00 AM,1:02 PM,2025 Mar 10 12:00:00 AM,CLOSED,CLOSED,2025 Mar 10 12:00:00 AM,10:41 AM,2025 Mar 10 12:00:00 AM,10:41 AM,72,3/10/2025,2025 Sep 03 12:00:00 AM,180,,,,,,TUESDAY,TUE18,2,Y,0,,,"1,819",,DALE RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,99,,GJ1924339445,39.1766173,-84.46192935,3/7/2025,BOND HILL,
SR25021028,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,515 MAIN ST,"515 MAIN ST, CINC - GJ1530531083",DOWNTOWN,45202,7800010007,INTERNET,2025 Feb 12 12:00:00 AM,2:33 PM,2025 Feb 12 12:00:00 AM,CLOSED,CLOSED,2025 Feb 12 12:00:00 AM,3:19 PM,2025 Feb 12 12:00:00 AM,3:19 PM,0,2/12/2025,2025 Aug 11 12:00:00 AM,180,,,,,,MONDAY,,,Y,1,,,515,,MAIN ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,6,119,,GJ1530531083,39.1023277,-84.51012292,2/12/2025,DOWNTOWN,S-HAM09033
SR25032087,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1623 REPUBLIC ST,1623 REPUBLIC ST - GJ1469032341,OVER-THE-RHINE,45202,9400080397,311 CALL,2025 Mar 08 12:00:00 AM,9:00 AM,2025 Mar 10 12:00:00 AM,CLOSED,CLOSED,2025 Mar 10 12:00:00 AM,10:37 AM,2025 Mar 10 12:00:00 AM,10:37 AM,72,3/11/2025,2025 Sep 04 12:00:00 AM,180,,,,,,MONDAY,MON24,2,Y,0,,,"1,623",,REPUBLIC ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1469032341,39.11379498,-84.5168455,3/8/2025,OTR,S-HAM21670
SR25018779,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3179 VICTORIA AV,"3179 VICTORIA AV, CINC - GJ2250435642",HYDE PARK,45208,00390A060260,INTERNET,2025 Feb 06 12:00:00 AM,11:04 AM,2025 Feb 06 12:00:00 AM,CLOSED,CLOSED,2025 Feb 06 12:00:00 AM,2:41 PM,2025 Feb 06 12:00:00 AM,2:41 PM,72,2/9/2025,2025 Aug 05 12:00:00 AM,180,,,,,,WEDNESDAY,WED13,3,Y,0,,,"3,179",,VICTORIA AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2250435642,39.14155995,-84.4254522,2/6/2025,HYDE PARK,
SR24121993,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1631 KELLYWOOD AV,"1631 KELLYWOOD AV, CINC - GJ0758532796",WEST PRICE HILL,45238,18300020439,INTERNET,2024 Dec 10 12:00:00 AM,5:25 PM,2024 Dec 18 12:00:00 AM,CLOSED,CLOSED,2024 Dec 18 12:00:00 AM,11:44 AM,2024 Dec 18 12:00:00 AM,11:44 AM,72,12/13/2024,2025 Jun 08 12:00:00 AM,180,,,,,,MONDAY,MON10,1,Y,0,,,"1,631",,KELLYWOOD AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ0758532796,39.11962317,-84.59879977,12/10/2024,WEST PRICE HILL,
SR24114769,TMINTER,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3001 WOODBURN AV,LINCOLN AV & WOODBURN AV - GJ1811934414,EAST WALNUT HILLS,45206,5500020119,311 CALL,2024 Nov 15 12:00:00 AM,11:30 AM,2025 Jan 02 12:00:00 AM,CLOSED,CLOSED,2025 Jan 02 12:00:00 AM,1:06 PM,2025 Jan 02 12:00:00 AM,1:06 PM,72,11/18/2024,2025 May 14 12:00:00 AM,180,,,,,,,,,Y,0,,,"3,001",,WOODBURN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1811934414,39.13160968,-84.47655529,11/15/2024,EAST WALNUT HILLS,I-GJ18113441
SR24122504,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,525 APPLE HILL RD,APPLE HILL RD & TWIN HILLS RIDGE DR - GJ2333827969,CALIFORNIA,45230,700030228,311 CALL,2024 Dec 12 12:00:00 AM,12:55 PM,2025 Jan 02 12:00:00 AM,CLOSED,CLOSED,2025 Jan 02 12:00:00 AM,1:18 PM,2025 Jan 02 12:00:00 AM,1:18 PM,72,12/15/2024,2025 Jun 10 12:00:00 AM,180,,,,,,,,,Y,0,Y,WATER WORKS,525,,APPLE HILL RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2333827969,39.07226823,-84.41834573,12/12/2024,CALIFORNIA,I-GJ23332797
SR24114483,JWILSON,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,7620 BITTEROOT LN,7620 BITTEROOT LN - GJ1296343217,COLLEGE HILL,45224,24700050041,311 CALL,2024 Nov 14 12:00:00 AM,2:35 PM,2025 Jan 02 12:00:00 AM,CLOSED,CLOSED,2025 Jan 02 12:00:00 AM,1:05 PM,2025 Jan 02 12:00:00 AM,1:05 PM,72,11/17/2024,2025 May 13 12:00:00 AM,180,,,,,,THURSDAY,THU25,1,Y,0,,,"7,620",,BITTEROOT LN,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1296343217,39.21213277,-84.53337719,11/14/2024,COLLEGE HILL,
SR24122579,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2501 ERIE AV,"2501 ERIE AV, CINC - GJ2043235418",HYDE PARK,45208,4100060050,INTERNET,2024 Dec 12 12:00:00 AM,3:23 PM,2024 Dec 13 12:00:00 AM,CLOSED,CLOSED,2024 Dec 13 12:00:00 AM,1:00 PM,2024 Dec 13 12:00:00 AM,1:00 PM,72,12/15/2024,2025 Jun 10 12:00:00 AM,180,,,,,,WEDNESDAY,WED10,3,Y,0,,,"2,501",,ERIE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2043235418,39.14006825,-84.44947287,12/12/2024,HYDE PARK,S-HAM06463
SR24120622,KBEHANAN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,128 W MCMILLAN ST,W MCMILLAN ST & MOERLEIN AV - GJ1462533882,CUF,45219,10200060165,311 CALL,2024 Dec 06 12:00:00 AM,7:49 AM,2024 Dec 06 12:00:00 AM,CLOSED,CLOSED,2024 Dec 06 12:00:00 AM,2:16 PM,2024 Dec 06 12:00:00 AM,2:16 PM,0,12/6/2024,2024 Dec 09 12:00:00 AM,3,,,,,,,,,Y,1,,,128,W,MCMILLAN ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1462533882,39.12768962,-84.51711003,12/6/2024,CUF - HEIGHTS,I-GJ14623388
SR24120820,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2136 MADISON RD,2136 MADISON RD - GJ1958634674,EVANSTON,45208,00530004CD03,311 CALL,2024 Dec 06 12:00:00 AM,2:29 PM,2025 Jan 15 12:00:00 AM,CLOSED,CLOSED,2025 Jan 15 12:00:00 AM,3:16 PM,2025 Jan 15 12:00:00 AM,3:16 PM,72,12/9/2024,2025 Jun 04 12:00:00 AM,180,,,,,,WEDNESDAY,,,Y,0,,,"2,136",,MADISON RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1958634674,39.13358245,-84.45951557,12/6/2024,HYDE PARK,
SR24092056,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2652 ERIE AV,EDWARDS RD & ERIE AV - GJ2096535393,HYDE PARK,45208,4100040120,311 CALL,2024 Sep 05 12:00:00 AM,4:32 PM,2024 Nov 06 12:00:00 AM,CLOSED,CLOSED,2024 Nov 06 12:00:00 AM,11:45 AM,2024 Nov 06 12:00:00 AM,11:45 AM,72,9/8/2024,2025 Mar 04 12:00:00 AM,180,,,,,,,,,Y,0,,,"2,652",,ERIE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2096535393,39.1397072,-84.44333377,9/5/2024,HYDE PARK,I-GJ20963539
SR24115321,EPATTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4018 APPLE ST,4018 APPLE ST - GJ1247337340,NORTHSIDE,45223,22100130011,PHONE,2024 Nov 18 12:00:00 AM,7:56 AM,2024 Nov 21 12:00:00 AM,CLOSED,CLOSED,2024 Nov 21 12:00:00 AM,3:26 PM,2024 Nov 21 12:00:00 AM,3:26 PM,48,11/20/2024,2024 Nov 21 12:00:00 AM,3,,,,,,THURSDAY,,,Y,0,,,"4,018",,APPLE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1247337340,39.15934507,-84.54090186,11/18/2024,NORTHSIDE,S-HAM07248
SR24116097,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6607 MERWIN AV,"6607 MERWIN AV, CINC - GJ2603637028",MADISONVILLE,45227,3700020154,INTERNET,2024 Nov 19 12:00:00 AM,5:21 PM,,DISPATCH,OPEN,2024 Nov 20 12:00:00 AM,9:27 AM,2024 Nov 20 12:00:00 AM,9:27 AM,72,11/22/2024,2025 May 18 12:00:00 AM,180,,,,,,WEDNESDAY,WED29,1,Y,0,,,"6,607",,MERWIN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2603637028,39.15312147,-84.38417661,11/19/2024,MADISONVILLE,
SR24094095,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1815 KEYS CRESCENT LN,"1815 KEYS CRESCENT LN, CINC - GJ1858734084",EAST WALNUT HILLS,45206,5600030012,INTERNET,2024 Sep 11 12:00:00 AM,4:01 PM,2024 Nov 19 12:00:00 AM,CLOSED,CLOSED,2024 Nov 19 12:00:00 AM,3:02 PM,2024 Nov 19 12:00:00 AM,3:02 PM,72,9/14/2024,2025 Mar 10 12:00:00 AM,180,,,,,,WEDNESDAY,WED01,3,Y,0,,,"1,815",,KEYS CRESCENT LN,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1858734084,39.1290942,-84.47138597,9/11/2024,EAST WALNUT HILLS,I-GJ18573414
SR24096933,JSMITH2,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3001 WOODBURN AV,WOODBURN AV & LINCOLN AV - GJ1811934414,EAST WALNUT HILLS,45206,5500020119,311 CALL,2024 Sep 20 12:00:00 AM,9:18 AM,2024 Nov 19 12:00:00 AM,CLOSED,CLOSED,2024 Nov 19 12:00:00 AM,3:05 PM,2024 Nov 19 12:00:00 AM,3:05 PM,72,9/23/2024,2025 Mar 19 12:00:00 AM,180,,,,,,,,,Y,0,,,"3,001",,WOODBURN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1811934414,39.13160968,-84.47655529,9/20/2024,EAST WALNUT HILLS,I-GJ18113441
SR24104807,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1742 HANFIELD ST,1742 HANFIELD ST - GJ1201037741,NORTHSIDE,45223,19500280065,311 CALL,2024 Oct 14 12:00:00 AM,12:10 PM,2024 Nov 19 12:00:00 AM,CLOSED,CLOSED,2024 Nov 19 12:00:00 AM,3:13 PM,2024 Nov 19 12:00:00 AM,3:13 PM,72,10/17/2024,2025 Apr 12 12:00:00 AM,180,,,,,,THURSDAY,THU14,3,Y,0,,,"1,742",,HANFIELD ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1201037741,39.16307039,-84.54612884,10/14/2024,NORTHSIDE,S-HAM07419
